,city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,total_cases,year_recorded,month_recorded,total satellite vegetation index of city,standing water feature 2,standing water feature 3,standing water feature 4,standing water feature 5,standing water feature 6
24,sj,42,,0.0702,0.18161670000000002,0.16575,143.55,299.195714286,299.30714285700003,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,43,1990,10,,,23939.751428563442,,0.927363184079602,
25,sj,43,0.1462,0.08975,0.12882860000000002,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.771428571399998,7.62857142857,32.2,21.7,37,1990,10,0.4887072,46.192604544,8081.730057146908,3949.5996673841055,0.31412429378531076,13.125954361529098
26,sj,44,0.25225,0.1834333,0.318,0.2959,101.35,299.727142857,299.778571429,296.534285714,301.4,298.5,22.26,82.7871428571,101.35,18.0342857143,1.78571428571,27.971428571399997,8.64285714286,33.3,22.8,57,1990,10,1.0495832999999999,23.363724257999998,1842.841799999046,1934.2159778209386,0.07385534173855343,6.417438546187587
27,sj,45,0.1526,0.181775,0.1783286,0.1866286,20.46,299.972857143,300.035714286,296.564285714,302.2,298.5,14.4,81.7157142857,20.46,18.0742857143,2.3857142857099998,28.471428571399997,8.42857142857,33.3,23.9,71,1990,11,0.6993322,10.070383679999999,1176.70628571408,822.9085955422561,0.04765056254136334,2.723059548452204
28,sj,46,0.2908,0.2246,0.1803857,0.2348857,20.0,300.35,300.5,295.687142857,302.3,298.8,7.1,75.72857142859999,20.0,17.0857142857,2.2,27.5428571429,8.6,32.8,22.2,44,1990,11,0.9306714,6.60776694,537.6728571430599,500.39675069933156,0.023486602712537212,1.6552985468055956
29,sj,47,0.2722,0.33035,0.13163329999999998,0.1253833,20.04,299.511428571,299.635714286,295.375714286,301.6,297.0,36.7,78.1514285714,20.04,16.752857142899998,2.52857142857,26.8,7.414285714289999,31.7,22.2,56,1990,11,0.8595666,31.54609422,2868.1574285703805,2465.3723291409847,0.12168435013262599,8.174311436143848
30,sj,48,0.13676670000000002,0.216525,0.17678570000000002,0.1415857,33.61,298.238571429,298.26428571400004,294.81142857099996,300.2,296.5,44.3,81.38571428569999,33.61,16.2085714286,1.9857142857099999,26.2,7.12857142857,31.1,20.6,53,1990,11,0.6716631000000001,29.75467533,3605.3871428565094,2421.605505071146,0.14756828780812792,8.066640589843924
31,sj,49,0.1098,0.0886,0.2667833,0.2517,9.96,298.542857143,298.685714286,294.782857143,300.8,296.7,71.8,79.9085714286,9.96,16.161428571400002,2.05714285714,25.985714285700002,5.54285714286,29.4,22.2,52,1990,12,0.7168833,51.47222094,5737.43542857348,4113.071643572671,0.2386968085106383,13.6737754108134
32,sj,50,0.12135,0.26166,0.19138570000000002,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,47,1990,12,0.7843814,3.21596374,281.76371428589,221.0102166807664,0.013639387890884895,0.7352302617457298
33,sj,51,0.2931333,0.2668667,0.2608571,0.30272859999999996,52.45,298.297142857,298.37857142900003,294.55857142900004,300.9,296.0,32.31,80.0828571429,52.45,15.954285714300001,2.87142857143,25.714285714299997,6.58571428571,30.6,21.1,26,1990,12,1.1235857,36.303053967000004,2587.477114287099,2907.2522846902502,0.10737786640079762,9.661855382819045
34,sj,52,0.3025,0.2772333,0.17126670000000002,0.16162220000000002,0.0,298.038571429,298.085714286,292.10571428599997,299.8,295.3,5.46,69.6814285714,0.0,13.6828571429,2.2857142857099997,25.157142857100002,5.84285714286,28.9,21.1,27,1990,12,0.9126222,4.982917212,380.460599999844,347.2167897851777,0.01821214142761841,1.158161406888518
35,sj,1,0.1465,0.14046670000000003,0.1515,0.16731429999999997,0.0,297.06,297.135714286,291.907142857,299.0,293.9,4.8,72.9385714286,0.0,13.511428571400002,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,21,1991,1,0.605781,2.9077488,350.10514285728,212.08704354522592,0.016053511705685617,0.7093212158703208
36,sj,2,,0.10046669999999999,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.671428571400002,1.8857142857099998,24.9142857143,6.31428571429,28.3,21.1,21,1991,1,,,2017.6302857150379,,0.08797193451386567,
37,sj,3,,0.2935667,0.25994290000000003,0.2179,0.0,297.422857143,297.657142857,293.412857143,299.3,296.1,27.4,78.5,0.0,14.798571428599999,2.0,25.2428571429,6.57142857143,29.4,21.1,26,1991,1,,,2150.9,,0.09154694286668894,
38,sj,4,0.3313,0.30933330000000003,0.22102860000000002,0.20275710000000002,0.0,297.88428571400004,298.15,292.38285714299997,300.3,296.0,0.7,71.5971428571,0.0,13.878571428599999,2.55714285714,24.714285714299997,7.77142857143,29.4,18.3,34,1991,1,1.064419,0.7450933,50.117999999969996,53.34655144196806,0.0023310023310023306,0.17764419394594758
39,sj,5,0.0917,0.246425,0.2438571,0.1956,0.0,298.044285714,298.228571429,292.57285714299996,300.1,295.0,5.7,71.7842857143,0.0,14.0442857143,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,37,1991,1,0.7775820999999999,4.43221797,409.17042857151,318.1636011065347,0.01899366877707431,1.0601919397085462
40,sj,6,0.3801,0.22856669999999998,0.2550429,0.2258,0.0,297.74,297.928571429,293.15,299.7,295.0,19.69,75.7942857143,0.0,14.541428571400001,2.4285714285699997,25.0571428571,6.885714285710001,30.0,20.6,17,1991,2,1.0895096,21.452444024000002,1492.3894857145672,1625.9726716250836,0.06569903236569904,5.425334239656602
41,sj,7,0.0712,0.2211,0.2762429,0.2673429,18.05,296.88428571400004,297.114285714,292.972857143,300.2,294.1,21.4,78.8957142857,18.05,14.46,3.2,25.1428571429,8.87142857143,32.2,18.9,19,1991,2,0.8358858,17.88795612,1688.3682857139797,1411.2830751986585,0.07128580946035976,4.701142822114119
42,sj,8,,0.2094,0.10843330000000001,0.1194,0.0,297.414285714,297.614285714,293.63142857099996,300.1,295.8,26.2,79.74,0.0,15.0357142857,2.5714285714300003,25.842857142899998,8.47142857143,32.2,20.0,25,1991,2,,,2089.1879999999996,,0.08730423192269243,
43,sj,9,0.1702,0.2086,0.13752,0.19143329999999997,31.79,297.505714286,297.828571429,293.407142857,299.8,295.8,23.8,77.9771428571,31.79,14.7942857143,2.1142857142900002,25.2571428571,7.2,30.6,20.0,18,1991,2,0.7077533,16.844528540000002,1855.8559999989802,1313.4882083240784,0.07938625750500333,4.381214837638687
44,sj,10,0.21075,0.2641,0.2476857,0.2163571,0.0,297.777142857,298.078571429,293.531428571,300.3,296.4,8.3,77.3157142857,0.0,14.92,2.2428571428599997,26.014285714299998,8.31428571429,31.1,20.6,21,1991,3,0.9388928,7.7928102400000006,641.72042857131,602.5066899985172,0.02763902763902764,2.0063492840443464
45,sj,11,,,0.21325,0.2405429,0.0,297.43142857099997,297.635714286,293.335714286,300.1,295.7,13.37,78.1385714286,0.0,14.787142857100001,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,17,1991,3,,,1044.712700000382,,0.044551816061312886,
46,sj,12,0.1279,0.1784,0.1470143,0.1593,0.0,297.407142857,297.614285714,293.254285714,300.4,295.4,11.1,77.8828571429,0.0,14.7457142857,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,17,1991,3,0.6126143,6.800018729999999,864.4997142861899,529.6048873176342,0.03695073235685752,1.7629989591132962
47,sj,13,0.28035,0.223575,0.2478833,0.2473857,0.0,297.47,297.69285714299997,293.74,301.0,295.7,21.26,80.0014285714,0.0,15.148571428599999,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,16,1991,3,0.9991939999999999,21.242864439999998,1700.830371427964,1699.459502148593,0.0706312292358804,5.646044857636522
48,sj,14,0.1691,0.216825,0.2605143,0.22197139999999999,12.92,297.064285714,297.185714286,292.48,299.4,295.4,20.9,75.6628571429,12.92,13.9914285714,2.2857142857099997,25.2428571429,6.81428571429,28.9,20.6,16,1991,4,0.8684106999999999,18.149783629999995,1581.3537142866098,1373.2644859712345,0.0698062792251169,4.586721730030844
49,sj,15,0.1765,0.2763,0.18453329999999998,0.17736670000000002,6.0,297.372857143,297.657142857,293.61571428599996,299.2,295.9,19.78,79.6285714286,6.0,14.9928571429,2.62857142857,25.3,6.514285714290001,28.9,21.1,15,1991,4,0.8147,16.114766,1575.053142857708,1283.1957954861748,0.0661096256684492,4.288756000956467
50,sj,16,0.0774,0.1024,0.16355,0.20616669999999998,44.57,297.284285714,297.392857143,292.17,298.9,296.0,21.9,73.3514285714,44.57,13.7328571429,2.01428571429,25.514285714299998,6.27142857143,29.4,21.1,23,1991,4,0.5495167000000001,12.034415730000001,1606.39628571366,882.7415858176278,0.07326865172298427,2.9533007220395713
51,sj,17,,0.18845,0.1883143,0.2249429,32.72,298.07428571400004,298.23571428599996,294.028571429,299.6,296.7,19.7,78.4471428571,32.72,15.4614285714,2.3,26.528571428600003,8.014285714289999,32.8,21.7,16,1991,4,,,1545.40871428487,,0.0657543391188251,
52,sj,18,0.20916669999999998,0.160575,0.1761714,0.1761714,0.0,298.831428571,299.071428571,294.97,301.0,297.1,8.38,79.36,0.0,16.314285714300002,2.8,27.3142857143,7.714285714289999,32.2,22.8,17,1991,4,0.7220845,6.051068110000001,665.0368000000001,480.2127652096001,0.027840531561461795,1.5953912465435218
53,sj,19,0.11595,0.180175,0.1063857,0.1111857,35.38,298.638571429,298.721428571,294.812857143,300.9,297.2,20.6,79.5414285714,35.38,16.185714285699998,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,12,1991,5,0.5136963999999999,10.582145839999999,1638.5534285708402,841.7189974644976,0.06846128281821204,2.7973379776154794
54,sj,20,,0.10455,0.15115,0.0964,4.16,298.325714286,298.407142857,294.61857142900004,300.1,296.6,35.37,80.0671428571,4.16,15.9742857143,2.5,26.528571428600003,6.58571428571,30.6,22.8,17,1991,5,,,2831.974842855627,,0.11786071309563477,
55,sj,21,0.0669,0.1335667,0.09711667,0.1356,51.16,298.58428571400003,298.457142857,295.124285714,300.4,297.0,59.3,81.30142857140001,51.16,16.5014285714,1.8571428571400002,27.3857142857,6.7,31.7,22.8,10,1991,5,0.43318337000000007,25.687773841000002,4821.17471428402,2088.452710092339,0.1974034620505992,6.952239381132954
56,sj,22,0.1401,0.15946670000000002,0.2143167,0.2571,55.37,298.80857142900004,298.885714286,295.27428571400003,301.1,297.3,43.4,81.08857142859999,55.37,16.6457142857,2.1428571428599996,27.9428571429,7.014285714289999,33.3,23.3,15,1991,5,0.7709834,33.460679559999996,3519.2440000012393,2713.2787045505556,0.14413816007970773,9.011221204086866
57,sj,23,0.08585,0.087,0.1196,0.1659286,8.08,299.518571429,299.75,294.92571428599996,301.6,297.4,5.0,76.0742857143,8.08,16.3242857143,2.87142857143,28.0714285714,7.5,33.3,23.3,19,1991,6,0.45837859999999997,2.291893,380.3714285715,174.35412290860415,0.016578249336870025,0.5780972244980244
58,sj,24,0.1091,0.15646670000000001,0.17342860000000002,0.1739714,6.09,299.891428571,300.071428571,295.492857143,301.8,298.4,5.82,77.0357142857,6.09,16.8828571429,2.4,28.228571428600002,7.97142857143,33.9,23.9,21,1991,6,0.6129667000000001,3.5674661940000005,448.347857142774,274.82230644487765,0.019284294234592447,0.9106106906722254
59,sj,25,0.0596,0.09235,0.1301286,0.13064289999999998,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,14,1991,6,0.41272149999999996,7.016265499999999,1384.1642857138,571.2743602462281,0.05631003643590593,1.892263531786115
60,sj,26,0.07965,0.122,0.18511429999999998,0.1582429,73.76,299.41,299.478571429,296.228571429,302.5,297.7,37.8,82.7457142857,73.76,17.628571428599997,2.04285714286,27.9142857143,7.4,32.8,22.8,18,1991,6,0.5450071999999999,20.601272159999994,3127.7879999994598,1704.6669800733052,0.1249586776859504,5.635262744043985
61,sj,27,,0.1779333,0.2015286,0.1981571,26.7,299.37142857099997,299.385714286,295.945714286,302.4,297.4,51.99,81.69428571430001,26.7,17.3528571429,2.1428571428599996,28.3714285714,6.6,32.8,23.9,13,1991,7,,,4247.285914286457,,0.1719246031746032,
62,sj,28,0.0969,,0.13805,0.1679167,6.13,300.00142857099996,300.171428571,295.791428571,302.1,297.9,18.7,77.8771428571,6.13,17.1514285714,2.4285714285699997,28.4142857143,6.67142857143,32.8,24.4,14,1991,7,,,1456.3025714277699,,0.061900033101621975,
63,sj,29,,0.07733333,0.09982857,0.11664289999999998,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.24142857140001,29.67,17.4728571429,2.4285714285699997,28.8,6.914285714289999,33.9,23.9,18,1991,7,,,1846.4977142850403,,0.07809397749834547,
64,sj,30,0.0801,0.00805,0.1380333,0.12906669999999998,56.58,299.80857142900004,299.978571429,296.332857143,302.1,298.2,27.4,81.4828571429,56.58,17.7342857143,2.2428571428599997,28.0,5.88571428571,32.8,24.4,23,1991,7,0.35525,9.73385,2232.63028571546,793.1419090004172,0.09069844422376695,2.625428364781255
65,sj,31,,,0.19064289999999998,0.15932860000000001,48.41,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.8971428571,48.41,17.878571428599997,2.3,28.5714285714,6.34285714286,33.3,25.0,25,1991,7,,,2816.4427428556687,,0.11387417218543047,
66,sj,32,0.07315,0.1124,0.19258570000000003,0.2093571,13.29,299.831428571,299.864285714,296.468571429,301.8,298.1,31.5,81.96,13.29,17.8957142857,2.2428571428599997,28.5,6.514285714290001,32.8,24.4,62,1991,8,0.5874928,18.5060232,2581.74,1516.753661472,0.10437375745526839,5.025691389900596
67,sj,33,0.0593,,0.1551,0.1567,0.0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0.0,17.911428571400002,2.1857142857099996,29.4285714286,5.47142857143,33.3,25.6,60,1991,8,,,1615.62171428484,,0.06737120211360634,
68,sj,34,0.0569,0.09813999999999999,0.1285143,0.1437286,51.88,300.31142857099996,300.385714286,296.581428571,302.6,298.3,25.47,80.2557142857,51.88,18.0114285714,2.4,29.271428571399998,7.514285714289999,34.4,24.4,76,1991,8,0.4272829,10.882895463,2044.1130428567787,873.4145488796687,0.08417052214144084,2.8863666519486735
69,sj,35,0.0693,0.05705,0.22504000000000002,0.1864,55.2,300.11714285700003,300.2,296.67,302.3,298.6,23.8,81.5942857143,55.2,18.0914285714,2.37142857143,28.157142857100002,7.0,32.2,23.9,66,1991,8,0.5377900000000001,12.799402000000002,1941.94400000034,1044.358063760183,0.07872973867019517,3.4547074553760604
70,sj,36,0.10805,0.091675,0.1398,0.16241429999999998,65.9,300.10571428599997,300.15,296.798571429,302.3,298.4,42.33,82.31,65.9,18.2628571429,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,64,1991,9,0.5019393,21.247090568999997,3484.1823,1748.8480247343898,0.14002646377770425,5.785140670639728
71,sj,37,0.10475,0.15983329999999998,0.11208,0.1446429,33.56,300.54,300.635714286,296.451428571,302.8,298.7,11.4,78.6271428571,33.56,17.8957142857,3.04285714286,28.971428571399997,7.7,33.9,23.3,68,1991,9,0.5213061999999999,5.94289068,896.34942857094,467.2725144804881,0.037648612945838836,1.5431721085881376
72,sj,38,0.1098,0.1527333,0.16857139999999998,0.1688714,29.53,300.527142857,300.6,296.901428571,303.0,298.8,28.8,80.8771428571,29.53,18.4,2.45714285714,28.9142857143,6.8,33.3,24.4,89,1991,9,0.5999761,17.27931168,2329.26171428448,1397.5013592157168,0.09504950495049505,4.612215706982564
73,sj,39,0.1676,0.1489,0.17142860000000001,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.4242857143,73.55,18.0442857143,2.0714285714300003,28.1428571429,6.68571428571,32.8,24.4,92,1991,9,0.7060715000000001,54.720541250000004,6310.38214285825,4455.580985181139,0.2562830687830688,14.734064104434985
74,sj,40,0.1291,0.16672,0.177,0.1955571,31.68,299.65,299.69285714299997,296.397142857,301.6,298.3,60.0,82.4857142857,31.68,17.85,2.04285714286,27.7428571429,6.914285714289999,32.8,23.3,140,1991,10,0.6683771,40.102625999999994,4949.142857142,3307.893750342284,0.1989389920424403,10.967817474609694
75,sj,41,0.09300000000000001,0.09300000000000001,0.1450833,0.1681667,32.1,299.562857143,299.671428571,295.887142857,302.0,297.6,55.1,80.5157142857,32.1,17.3442857143,2.2571428571400003,27.657142857100002,6.61428571429,31.7,22.8,116,1991,10,0.4992500000000001,27.508675000000004,4436.41585714207,2214.880616678179,0.1824503311258278,7.334041777080063
76,sj,42,0.0137,0.12886,0.10904289999999998,0.1070286,3.29,299.897142857,299.921428571,296.018571429,302.0,298.1,31.19,79.3828571429,3.29,17.4314285714,2.3,28.5428571429,7.62857142857,33.9,24.4,142,1991,10,0.3586315,11.185716485,2475.951314287051,887.9541337697365,0.10327814569536424,2.94024547605873
77,sj,43,0.1944,0.1186,0.18081429999999998,0.1998714,50.24,299.891428571,299.992857143,295.455714286,302.0,298.0,12.6,76.7771428571,50.24,16.85,2.8142857142900004,27.8285714286,7.085714285710001,32.8,23.3,129,1991,10,0.6936857000000001,8.74043982,967.39199999946,671.0659966940256,0.041721854304635764,2.222072836735184
78,sj,44,0.094,0.09665,0.1255667,0.12131669999999999,72.61,299.905714286,299.992857143,295.918571429,302.4,298.1,26.83,78.9871428571,72.61,17.3757142857,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,140,1991,10,0.43753339999999996,11.739021121999999,2119.225042855993,927.2317383659282,0.08872354497354497,3.06624252105135
79,sj,45,0.0544,0.05475,0.1121333,0.1193857,42.92,299.09,299.278571429,295.567142857,302.6,297.3,74.83,81.05857142859999,42.92,16.9671428571,2.9,27.1857142857,6.75714285714,32.2,22.8,140,1991,11,0.340669,25.49226127,6065.612900002137,2066.3662810308283,0.2472901520158625,6.828705489196392
80,sj,46,0.0954,0.1114,0.19494289999999997,0.1980571,78.73,298.685714286,298.785714286,295.61571428599996,301.0,297.4,72.7,83.5142857143,78.73,17.0614285714,1.9714285714300002,26.657142857100002,6.74285714286,31.1,22.2,127,1991,11,0.5998,43.60546,6071.488571429611,3641.6788451434804,0.2415282392026578,12.098600814430167
81,sj,47,0.00825,0.028425,0.13874289999999997,0.1796429,0.0,298.698571429,298.707142857,294.03,300.8,297.1,15.1,75.5485714286,0.0,15.46,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,129,1991,11,0.3550607999999999,5.361418079999998,1140.78342857186,405.0474767754674,0.05019946808510638,1.34656740949291
82,sj,48,0.08786667,0.1519,0.1796286,0.16618570000000002,35.34,298.375714286,298.5,294.93857142900004,301.1,296.9,78.43,81.4857142857,35.34,16.3228571429,2.02857142857,26.271428571399998,6.58571428571,30.0,22.2,169,1991,11,0.58558097,45.9271154771,6390.924571427451,3742.403809733321,0.26047824642975753,12.429105977194688
