,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_diur_temp_rng_c,month_recorded,total satellite vegetation index of city,standing water feature 2,standing water feature 3,standing water feature 4,standing water feature 5,standing water feature 6,city,total_cases
23,0.9655186501051614,0.23423149621399447,-0.5320291111873496,-0.33023474401731334,-0.5332542427052483,0.1315974517098886,0.8514667488803315,-0.5025802298481464,2.1333207137756305,0.27506840188142323,0.1315974517098886,-0.6554218839959752,-0.3440875482833788,1.0379961521697494,-0.3187308552665589,1.2130413630485926,1.9275783145161156,1.0494681049688948,2.1608460802718015,1.07444093396472,-0.74535599249993,33
24,1.0321219170096534,-0.08926310233592713,-0.5095346802598476,-0.3008952720717683,-0.4367606026802883,2.2490194327798183,0.36414433688391556,-0.5956474862487248,5.534182748263534,0.4870952051927521,2.2490194327798183,-0.8533261276912923,-0.3032730989392519,1.0379961521697494,-0.16390697188937078,-0.32564250179035764,5.148819431303608,-0.34641968103217463,5.600988499450415,-0.3440809188919999,-0.74535599249993,43
25,1.0987251839141456,0.04357353425680125,-0.3435851992663893,-1.0212557274246126,-0.9391069755208231,1.8693405971424009,0.1483752341350444,-0.7817819990498815,1.2581532282701835,0.4704617225230241,1.8693405971424009,-0.8735204382728511,-0.19443456735015432,1.0379961521697494,-0.56911942202669,0.43135836978641146,1.1591164861320011,0.36850204477957843,1.2838349836656295,0.3858633669460586,-0.74535599249993,37
26,1.1653284508186377,0.8539653925958929,0.45164216711491256,1.5602275205751264,1.1265629691082117,1.2791376613573604,0.7556863179507262,-0.6266699050489235,-0.41131885469242446,0.08949484812304583,1.2791376613573604,-0.8775593003902936,0.2885364165815267,1.0379961521697494,1.0418358938624153,-0.1623973744815806,-0.41051885935977656,-0.18858741565460424,-0.40763952566432876,-0.18276414380130007,-0.74535599249993,57
27,1.2319317177231297,0.09247978501936797,0.43756574643299684,-0.3457655593760225,-0.18597299203147255,-0.5799556204047865,0.9367218579402797,-0.37849055464738696,-0.5929137975665748,-0.06080770620801333,-0.5799556204047865,-0.7079270915085935,0.1865002932140691,1.3277991047218405,0.035840324714422396,-0.5081435183929285,-0.5781111939253297,-0.49577340370055506,-0.5921191084696895,-0.4959072578766227,-0.74535599249993,71
28,1.298534984627622,1.1485491374235404,0.8010842386859305,-0.3176938255438455,0.3936771188878884,-0.5905277913728987,1.214590360751711,-0.3474681358471883,-0.7615706783529993,-0.9006983798263652,-0.5905277913728987,-0.7604322990183842,0.2681291919070824,1.3277991047218405,0.7002956545342045,-0.5982026257086007,-0.7388849432045671,-0.5849216639338809,-0.762231483567486,-0.586412862566549,-0.74535599249993,44
29,1.365138251532114,1.006415346144831,1.6987393596607752,-0.9829820451149993,-0.9216335464014935,-0.5896084721582803,0.5967539543295656,-0.5646250674485261,-0.07770168228749696,-0.5608142036313448,-0.5896084721582803,-0.667538470345476,-0.29647069071285065,1.3277991047218405,0.4960675629017891,0.0504176696992233,-0.15256077699681117,-0.04176594106620459,-0.07092707149189549,-0.03384800711563438,-0.74535599249993,56
30,1.431741518436606,-0.028511986886717244,0.7325398878408064,-0.3668203832201065,-0.7270150766393267,-0.27772942859897337,-0.341052242382681,-0.9989389306512194,0.09788630318878053,-0.10710089294321616,-0.27772942859897337,-0.8210152307630603,-0.43251885520279376,1.3277991047218405,-0.043631208714916235,0.003824703114699612,0.032918072694804186,-0.05386390361906665,0.11129381225623308,-0.042974408095650556,-0.74535599249993,53
31,1.4983447853410983,-0.23458076695529628,-0.3533469334424751,0.8613108076479701,0.5956455517201845,-0.8212769142421279,-0.11686288228542038,-0.8128044178500626,0.7332375664253113,-0.31431801451381725,-0.8212769142421279,-0.8008209201815015,-1.187586168104838,1.6176020572739316,0.08625081260060857,0.5686757731537119,0.5693178621480609,0.41368873329085465,0.7528314247033341,0.4322977986689688,-0.74535599249993,52
32,1.5649480522455903,-0.14632026753222682,1.1156667330909211,-0.16758489931082535,0.09458563262178267,-1.0501873986821204,-0.3673655477936092,-0.8748492554504423,-0.8308817252515299,-1.883476681769928,-1.0501873986821204,-0.5382948826268931,-0.12641048510518235,1.6176020572739316,0.280119695598858,-0.6864199455331564,-0.8032688557394505,-0.6621492877828734,-0.8315551007757539,-0.6643997307579821,-0.74535599249993,47
33,1.6315513191500823,1.1663792866273366,1.1598636212079871,0.7804403059532317,1.2085861065827788,0.15526992148631355,-0.297898422274974,-0.7817819990498815,-0.17912684758234682,-0.28986879900664236,0.15526992148631355,-0.5706057795551251,-0.691010367729877,1.6176020572739316,1.25438650828252,0.17414131009016254,-0.22317684253990297,0.08037788062314204,-0.17164359081072195,0.09223925790815075,-0.74535599249993,26
34,1.6981545860545746,1.2379558770988572,1.2478601373034748,-0.442134125391019,-0.4863425238453175,-1.0501873986821204,-0.48840675150514745,-1.123028605851979,-0.7994607173241961,-1.7490059965015057,-1.0501873986821204,-0.7361991263222102,-1.0447355953932544,1.6176020572739316,0.6484545176279508,-0.6404632993590703,-0.7784378098990163,-0.6272634483875854,-0.7993632758273188,-0.6285512225484459,-0.74535599249993,27
35,-1.698612026074523,0.04586601476129652,0.08692170828864557,-0.7118757719519501,-0.4179706905531374,-1.0501873986821204,-1.2093913143130153,-1.3712079562535153,-0.8147091476418729,-1.2920862313148822,-1.0501873986821204,-0.667538470345476,-0.27606346604316806,-1.5702304207990707,-0.23285859639810996,-0.6944362997652316,-0.7860749074868663,-0.6646158184654337,-0.8145598591504141,-0.6665958344368735,-0.74535599249993,21
36,-1.6320087591700307,-0.08926310233592713,-0.25261687174912106,0.6582093365748878,-0.7746895388477675,-0.6859071598895622,-0.756802465075917,-1.278140699852937,-0.31728686773341797,-0.7744442341849069,-0.6859071598895622,-0.849287265576677,-0.8202561239886568,-1.5702304207990707,-0.16390697188937078,-0.32564250179035764,-0.36654400777456353,-0.34641968103217463,-0.3082598237318652,-0.3440809188919999,-0.74535599249993,21
37,-1.5654054922655387,-0.08926310233592713,1.386505623383196,0.767964889556666,0.18964987959992902,-1.0501873986821204,-0.9420481333712829,-1.278140699852937,-0.29256592767294204,-0.5119157726169951,-1.0501873986821204,-0.8169763686456176,-0.697812775951517,-1.5702304207990707,-0.16390697188937078,-0.32564250179035764,-0.33301482029703416,-0.34641968103217463,-0.28309204633936447,-0.3440809188919999,-0.74535599249993,26
38,-1.4988022253610467,1.4580340055304069,1.5203398477837824,0.23692999972851922,0.0077578126369166524,-1.0501873986821204,-0.6020802304972915,-0.9679165118510208,-0.9094342450698646,-1.4802650293524087,-1.0501873986821204,-0.6594607461134179,-0.12641048510518235,-1.5702304207990707,1.0844471760688352,-0.7506847495319617,-0.8615483577578262,-0.708494636951867,-0.9111652449632308,-0.7116618654070985,-0.74535599249993,34
39,-1.4321989584565544,-0.37289375739317987,0.9863449764190368,0.5484537835931096,-0.07821117034923408,-1.0501873986821204,-0.48419662319933515,-1.0299613494514004,-0.7939158335723135,-1.4540121831872004,-1.0501873986821204,-0.5988778143687419,0.057254536950527256,-1.5702304207990707,0.2605906615050093,-0.6547864213959427,-0.7712147342753317,-0.6352942890104872,-0.7938613848060785,-0.636855314807481,-0.74535599249993,37
40,-1.3655956915520624,1.8309441675949774,0.8347554308218256,0.7010981860528659,0.2845423591783319,-1.0501873986821204,-0.7083859832965957,-1.1540510246521776,-0.4706953182021657,-0.8914798231624835,-1.0501873986821204,-0.6958105051590928,-0.548159795018293,-1.2804274682469796,1.1565127097024614,-0.21210781159571782,-0.49868878911931097,-0.2737915869597305,-0.46505930161485365,-0.2668569323931281,-0.74535599249993,17
41,-1.2989924246475704,-0.529546591867026,0.7713746129326259,0.990399025701959,0.7835434718210709,-0.6353446030855477,-1.3388527761096658,-0.9989389306512194,-0.43118802147000335,-0.4564040292179145,-0.6353446030855477,-0.4777119508822169,0.39737494817062424,-1.2804274682469796,0.4280512743765575,-0.3048164833246461,-0.4493826886143518,-0.3331357763830125,-0.4257288306387781,-0.32824087697891274,-0.74535599249993,19
42,-1.2323891577430781,-0.08926310233592713,0.6720595782715794,-1.2995754168064593,-0.9935031885611718,-1.0501873986821204,-0.9483633269351275,-1.0299613494514004,-0.32029034643235427,-0.33796561639987655,-1.0501873986821204,-0.6554218839959752,0.20690751788851253,-1.2804274682469796,-0.16390697188937078,-0.32564250179035764,-0.34854087757655206,-0.34641968103217463,-0.31296039741465764,-0.3440809188919999,-0.74535599249993,25
43,-1.165785890838586,0.22697197461642593,0.665268806670824,-0.9026505709280972,-0.12826034688839028,-0.31955845286411255,-0.8810012652009952,-1.123028605851979,-0.3757391839511788,-0.5852634191385198,-0.31955845286411255,-0.7846654717145582,-0.39850681408030775,-1.2804274682469796,0.0600275129555221,-0.33195496368772315,-0.4072446304473109,-0.36016809281115686,-0.3687023140416611,-0.35535862678202973,-0.74535599249993,18
44,-1.099182623934094,0.5368389228073752,1.1363785864732248,0.6006998776818135,0.17111701798707848,-1.0501873986821204,-0.6810201459933952,-0.9679165118510208,-0.7338462595935871,-0.6780501960106952,-1.0501873986821204,-0.7483157126688836,0.13208102742190053,-0.9906245156948884,0.723909261949551,-0.5673808658252304,-0.712707723963743,-0.5566965813931564,-0.7329987389484558,-0.5566570846334333,-0.74535599249993,21
45,-1.0325793570296018,-0.08926310233592713,-0.07468252772677968,0.1307811548561398,0.4616297436310456,-1.0501873986821204,-0.935732940544203,-1.0299613494514004,-0.6167105903350704,-0.5626178342753497,-1.0501873986821204,-0.6109944007182425,0.444991805741152,-0.9906245156948884,-0.16390697188937078,-0.32564250179035764,-0.6113193215556094,-0.34641968103217463,-0.6139340397674348,-0.3440809188919999,-0.74535599249993,17
46,-0.9659760901251098,-0.09626777651741247,0.4089171787423104,-0.7730888274431736,-0.514236108158858,-1.0501873986821204,-0.953625987869977,-0.9368940930508397,-0.6691559491549585,-0.5984900439079832,-1.0501873986821204,-0.6634996082280333,-0.5073453456694058,-0.9906245156948884,-0.21323190708104883,-0.5932023539813751,-0.6566589173993913,-0.5768479928243837,-0.6674450707177323,-0.5772839555112893,-0.74535599249993,17
47,-0.8993728232206176,1.068694399850287,0.7923835625724627,0.6033963798475993,0.5438234473347284,-1.0501873986821204,-0.9073145706119233,-0.7507595802496829,-0.43442253699193467,-0.3012917931461275,-1.0501873986821204,-0.6029166764861845,-0.691010367729877,-0.9906245156948884,0.8971071191848513,-0.21755876145932596,-0.4462473655553425,-0.25347846297377946,-0.4303370238929895,-0.24814904934537174,-0.74535599249993,16
48,-0.8327695563161256,0.21856621276660987,0.7350864271910896,0.7757623659611695,0.23855434053100594,-0.7532472923603631,-1.2062337178994753,-1.247118281052756,-0.44273986261975845,-0.909916936490245,-0.7532472923603631,-0.7361991263222102,-0.5821718361360174,-0.7008215631427973,0.5214696970081536,-0.2980066185339835,-0.47630637226946576,-0.3436448201293004,-0.4361446070317647,-0.33793944258704867,-0.74535599249993,16
49,-0.7661662894116334,0.27511406521082743,1.2399378533847434,-0.2610945725943846,-0.29722421438681557,-0.9122895164893539,-0.9788867606519099,-1.3091631186531356,-0.4686159867952098,-0.3535970820467153,-0.9122895164893539,-0.6392664355318592,-0.7250224088476009,-0.7008215631427973,0.3672011559076774,-0.35093533831180523,-0.4778915264193689,-0.3685414779935957,-0.4621687570838718,-0.36319562673796274,-0.74535599249993,15
50,-0.6995630225071413,-0.4821686614407896,-0.23620612332944563,-0.547438266396687,0.048712926354703846,-0.025835963793519857,-1.0441437578647328,-1.402230375053714,-0.41963618032024824,-1.234169647052451,-0.025835963793519857,-0.812937506528175,-0.8406633486631007,-0.7008215631427973,-0.39446161920435774,-0.45706106069003816,-0.4700059380200038,-0.4792344545955857,-0.41176977719187735,-0.4763915454579183,-0.74535599249993,23
51,-0.6329597556026493,-0.08926310233592713,0.49422624697679923,-0.20949804076828918,0.274247125729389,-0.29818428112423373,-0.4620934468309421,-1.1850734434523587,-0.4704642813791707,-0.5193306986368699,-0.29818428112423373,-0.7321602642047675,-0.010769545289683475,-0.7008215631427973,-0.16390697188937078,-0.32564250179035764,-0.4853497370759747,-0.34641968103217463,-0.46466994642638837,-0.3440809188919999,-0.74535599249993,16
52,-0.5663564886981571,0.524739974864817,0.2576102990129807,-0.3752032844369198,-0.31158180689821635,-1.0501873986821204,0.0957486233131461,-0.7507595802496829,-0.7319979650096262,-0.3912729223373802,-1.0501873986821204,-0.5908000901366839,-0.15362011800126704,-0.7008215631427973,0.1011897639822104,-0.6126817908712687,-0.7068415825592779,-0.5905008921692365,-0.7315801671961595,-0.5914907277697159,-0.74535599249993,17
53,-0.499753221793665,-0.18758491661314242,0.4239842032314863,-1.327517511111435,-1.0921709474220422,-0.23704955335210717,-0.04634322413770617,-0.7817819990498815,-0.4496709673096114,-0.365821689807316,-0.23704955335210717,-0.6998493672737081,-0.5277525703438496,-0.41101861059070616,-0.4973451307352337,-0.494833109893159,-0.4619155562150677,-0.4905738594590896,-0.44561327586325494,-0.4896112664174169,-0.74535599249993,12
54,-0.4331499548891729,-0.08926310233592713,-0.2179559246524157,-0.7166519650593641,-1.269772432903358,-0.9545782003618022,-0.27684777779885333,-1.0299613494514004,-0.10842957974584568,-0.29207323648224776,-0.9545782003618022,-0.675616194577534,-0.691010367729877,-0.41101861059070616,-0.16390697188937078,-0.32564250179035764,-0.16166391574338118,-0.34641968103217463,-0.09784517524981241,-0.3440809188919999,-0.74535599249993,17
55,-0.3665466879846808,-0.5624054790981254,0.028351303232130726,-1.4540051602497668,-0.798913546894067,0.1256218768148686,-0.08633944856863797,-0.9368940930508397,0.44444153768143374,-0.11892469388624284,0.1256218768148686,-0.8573649898087349,-0.6365911019329472,-0.41101861059070616,-0.7285956576819851,-0.10195123027379263,0.3387967911565192,-0.14595351998244568,0.4621295160834714,-0.13743333205525785,-0.74535599249993,10
56,-0.2999434210801887,-0.00304023600126999,0.2482025338065845,0.14533762682093646,0.6605087656092197,0.2223802241534598,0.07890810861640918,-0.7197371614494842,0.07709298911922137,-0.1487848013394629,0.2223802241534598,-0.7765877474825004,-0.48693812099496236,-0.41101861059070616,0.24163779322811646,0.1002140692280006,0.011245409838170047,0.026759982622820703,0.08714598305506548,0.03709017521335246,-0.74535599249993,15
57,-0.2333401541756966,-0.41759712723083847,-0.36692847664398576,-1.1471916580277082,-0.43461531193943986,-0.8644849173291949,0.6020166160011798,-0.5646250674485261,-0.8100884111819708,-0.8522007556295854,-0.8644849173291949,-0.5706057795551251,-0.25565624136872417,-0.12121565803861506,-0.6562296044599838,-0.710454076997828,-0.7784602444450391,-0.675045898110773,-0.8108657475322726,-0.6777186481289454,-0.74535599249993,19
58,-0.16673688727120448,-0.23992988813245195,0.222737140303752,-0.41263226287982213,-0.33800756070486027,-0.9102210482564624,0.8767275216622644,-0.5025802298481464,-0.7911433916963724,-0.7173292635435933,-0.9102210482564624,-0.7038882293911507,-0.031176769964126903,-0.12121565803861506,-0.21221973941457212,-0.6772777274930194,-0.7613581261592172,-0.6472746273364439,-0.7918154044621071,-0.649534127176007,-0.74535599249993,21
59,-0.10013362036671236,-0.618189171374178,-0.32151519156393443,-1.0035155815970738,-0.8584567760735737,-0.03319051751046741,0.7914724133390809,-0.47155781104796535,-0.5328442235878482,-0.10209080780071653,-0.03319051751046741,-0.7685100232504423,-0.42571644697639166,-0.12121565803861506,-0.7873664953937934,-0.587577997453226,-0.5259170535459894,-0.5653297770570433,-0.5311570938937213,-0.5663272261526623,-0.74535599249993,14
60,-0.033530353462220254,-0.4649750576570748,-0.06983221911094019,-0.25316609203607693,-0.5269336828629505,0.6450372330742893,0.522024167876081,-0.28542329824680857,-0.05228763175803586,0.08368314935943262,0.6450372330742893,-0.804859782296117,-0.3032730989392519,-0.12121565803861506,-0.4074138612360688,-0.2342459181203393,-0.08724059415519499,-0.2520390194165431,-0.04787606325939126,-0.24906296332895345,-0.74535599249993,18
61,0.033072913442271853,-0.08926310233592713,0.40495561235971966,-0.029172187684562024,-0.047496036231520794,-0.43654182292430943,0.4936057979438014,-0.31644571704700725,0.27555362007201417,-0.06381375729070582,-0.43654182292430943,-0.7765877474825004,-0.6842079595034753,0.16858729451347607,-0.16390697188937078,-0.32564250179035764,0.1944127105751753,-0.34641968103217463,0.28276035519756654,-0.3440809188919999,-0.74535599249993,13
62,0.09967618034676395,-0.33315742864859454,-0.07468252772677968,-0.8954180499368698,-0.4107348386926269,-0.9093017290418438,0.9577725016795938,-0.409512973447568,-0.4935679636786809,-0.5992916575431273,-0.9093017290418438,-0.6958105051590928,-0.6501959183809893,0.16858729451347607,-0.16390697188937078,-0.32564250179035764,-0.5077678579917809,-0.34641968103217463,-0.49180395739084887,-0.3440809188919999,-0.74535599249993,14
63,0.16627944725125607,-0.08926310233592713,-0.44898366178132754,-1.4169978514269188,-1.0266206639340347,-0.36828237123888996,1.1293352516917627,-0.37849055464738696,-0.3803599204110808,-0.5481887890671986,-0.36828237123888996,-0.6958105051590928,-0.5345549785654901,0.16858729451347607,-0.16390697188937078,-0.32564250179035764,-0.409599071723444,-0.34641968103217463,-0.37779986356505163,-0.3440809188919999,-0.74535599249993,18
64,0.23288271415574818,-0.4615363369003318,-1.037092748993527,-0.8956459425794238,-0.8773896275054065,0.2501896303956677,0.8156806542287834,-0.409512973447568,-0.29256592767294204,-0.09347346134215212,0.2501896303956677,-0.7483157126688836,-1.0243283707235724,0.16858729451347607,-0.9524368530665854,-0.5168964139855426,-0.3124523835344987,-0.5040014683764683,-0.28906540999487457,-0.5041826765340808,-0.74535599249993,23
